10,19089
11,963
13,17964
22,7083
23,3186
24,4995
32,2259
36,13410
38,7038
41,13878
54,10908
105,1323
119,17379
146,10593
149,2619
150,10026
176,1287
191,522
194,12042
208,8127
217,5670
224,11610
228,2124
231,9153
250,18405
251,288
256,6057
271,13590
274,1773
276,6894
277,1908
279,17298
298,5301
299,6957
305,14994
320,3456
321,12870
329,8613
335,16263
348,10773
361,15345
369,4752
373,18594
374,3105
379,801
381,1512
393,18189
431,2403
441,1260
450,5229
468,16452
483,16686
491,18612
499,11250
527,459
528,9324
531,17649
542,17766
549,17550
585,6750
611,3897
619,15057
637,5859
649,17703
679,11268
708,13851
716,11043
733,675
785,2430
791,8244
800,4707
801,7650
806,2646
824,16011
825,14715
848,7128
856,9657
870,6309
897,6588
909,15129
919,9306
921,12915
927,5607
929,10296
934,17460
948,1737
951,2781
953,15606
958,7002
963,9234
965,17406
967,14427
976,5067
984,18261
990,15201
996,225
1025,3888
1044,10368
1047,11916
1053,13716
1073,15957
1074,7749
1080,2016
1098,4068
1109,14940
1110,4131
1128,14265
1134,4464
1163,19395
1167,12474
1177,7011
1181,180
1201,18153
1210,4896
1220,14796
1224,3807
1229,7254
1233,3267
1235,7137
1237,9198
1239,2835
1252,3555
1257,9945
1265,11178
1296,16911
1303,14895
1328,18927
1335,15327
1355,2952
1359,12996
1361,14301
1379,16254
1382,16560
1387,10548
1390,11232
1394,13185
1412,11439
1415,8964
1417,16722
1436,4203
1479,15876
1486,5409
1493,16524
1496,3321
1509,9468
1531,5220
1537,3753
1545,5544
1547,11880
1549,5166
1551,3393
1556,6777
1563,7443
1564,1791
1571,3411
1572,5013
1574,19701
1582,945
1590,6678
1614,13680
1617,504
1619,15786
1621,4563
1639,19206
1640,63
1645,13419
1648,9504
1652,11205
1659,15903
1675,12726
1682,19476
1695,5148
1703,2997
1705,2961
1716,19944
1743,4554
1761,18099
1763,12267
1764,10746
1774,3240
1778,13761
1782,17289
1801,8883
1812,9288
1821,4392
1824,7461
1829,18288
1835,13491
1843,19116
1853,17172
1869,4482
1871,15660
1878,11115
1883,3996
1892,15102
1928,14724
1933,3609
1950,4626
1955,10170
1969,9954
1972,18180
1999,17028
2001,10602
2006,16191
2009,2718
2012,18333
2020,19008
2021,2079
2026,360
2044,126
2047,19143
2054,19440
2074,12312
2084,10683
2087,18756
2101,18342
2108,13689
2115,13473
2128,11943
2133,18702
2134,3510
2135,8118
2144,11709
2160,13824
2162,6201
2171,19584
2192,15588
2202,14040
2204,19755
2206,16344
2222,1431
2240,10341
2247,4437
2250,12429
2255,6876
2262,14472
2269,2970
2273,18207
2284,10251
2287,17730
2293,17073
2309,2493
2310,684
2311,18351
2319,630
2337,9018
2340,14544
2344,3708
2357,5562
2369,3006
2397,12807
2404,4545
2416,16371
2420,14823
2455,11511
2481,8055
2488,18378
2504,1719
2513,16713
2524,3078
2536,18531
2552,1818
2556,16101
2564,5724
2576,7110
2593,19530
2607,11547
2609,14193
2613,16353
2620,12294
2621,8388
2628,15093
2634,4077
2644,11646
2647,8919
2658,7092
2661,4968
2663,5508
2669,19341
2678,5499
2680,1710
2681,8469
2682,3447
2695,8487
2697,4176
2707,17424
2708,9243
2717,3726
2718,14481
2719,14391
2721,1953
2750,6174
2753,6282
2758,4653
2767,774
2770,15534
2783,17343
2810,18774
2843,17694
2846,0
2848,7704
2849,3015
2854,13860
2867,7587
2898,10314
2899,2376
2932,17784
2938,13122
2941,12420
2969,13140
3003,441
3010,12051
3023,396
3033,18198
3041,5688
3049,7515
3055,3168
3075,1062
3077,6516
3080,17109
3085,16596
3104,19161
3108,11700
3115,12087
3118,855
3124,3420
3127,4680
3133,3627
3149,14067
3152,18459
3183,15075
3185,19098
3192,11331
3205,7794
3210,6165
3223,14292
3229,13311
3231,9513
3232,7119
3236,11745
3239,5967
3245,7335
3247,10350
3249,8622
3252,19017
3264,6210
3288,7893
3302,6561
3306,10827
3307,3690
3314,15417
3316,19692
3330,19899
3338,4959
3342,11007
3359,16920
3366,18999
3384,1458
3386,14202
3414,4266
3416,10719
3425,19485
3430,16677
3432,2223
3434,10638
3440,18864
3450,15759
3453,19359
3457,1647
3471,5085
3476,14418
3516,8478
3533,14229
3535,13023
3553,8433
3558,5823
3565,17325
3569,3924
3579,4689
3597,12438
3611,13743
3613,15939
3616,4590
3619,9927
3620,19026
3622,16317
3631,4248
3636,17775
3638,17361
3654,13248
3674,12636
3704,315
3705,6246
3712,13536
3714,756
3741,9585
3754,1899
3765,17676
3766,11493
3803,9963
3807,12303
3810,14130
3822,2808
3825,10854
3826,12834
3834,10467
3850,12717
3873,8541
3878,11322
3889,2034
3913,1269
3925,1548
3954,17604
3983,12240
3992,8073
4002,7965
4003,11871
4020,15624
4045,12708
4046,2988
4048,11160
4060,1152
4070,3132
4074,3402
4089,15435
4095,6948
4100,13887
4103,18729
4110,7407
4138,1440
4150,16209
4152,1602
4156,9792
4160,7956
4186,12699
4188,17370
4209,7236
4212,261
4218,7371
4233,11853
4249,10935
4260,5490
4265,2277
4268,15867
4274,7803
4278,12879
4290,12528
4301,10017
4307,639
4313,19782
4325,216
4334,3528
4342,18504
4356,16425
4361,2511
4364,2106
4380,1503
4391,10575
4397,18018
4398,3348
4421,2115
4432,5949
4433,378
4437,13797
4441,11934
4445,2439
4461,4095
4497,5994
4513,4581
4525,4329
4542,15444
4543,13230
4544,828
4549,18144
4567,11664
4570,13158
4577,12447
4584,4428
4590,4518
4601,9009
4605,90
4663,1044
4666,3906
4698,6660
4706,11052
4712,4824
4725,16416
4738,4761
4739,12978
4740,9486
4741,14400
4742,16119
4759,16857
4764,10944
4770,11304
4776,7164
4782,1215
4789,16110
4797,11277
4800,2529
4811,11808
4813,7929
4816,8442
4824,6993
4825,6525
4848,1611
4866,3582
4872,9810
4890,7731
4895,2565
4910,6363
4916,19926
4922,15543
4944,13545
4948,19998
4964,1476
4983,4221
4985,10737
4997,19728
5018,747
5019,6237
5026,11961
5028,5427
5029,3681
5035,16398
5056,1170
5073,4743
5081,8496
5090,11619
5100,12150
5104,19224
5109,2925
5110,8991
5112,1314
5154,10188
5172,4401
5176,12123
5189,5436
5197,17640
5203,7191
5209,468
5224,1575
5229,16830
5235,18234
5240,14031
5243,10053
5244,13293
5248,10161
5253,16695
5267,9162
5272,8595
5275,8766
5282,3258
5285,17145
5296,297
5307,8865
5316,99
5319,10521
5325,19872
5344,19188
5362,16200
5367,10539
5370,5616
5382,16173
5388,1764
5393,9360
5402,909
5422,12249
5437,4149
5438,13446
5445,9378
5451,18585
5475,8046
5484,6840
5485,15174
5502,10440
5510,13905
5511,14409
5522,18225
5525,4113
5527,11772
5533,1359
5536,16569
5553,5787
5555,5958
5557,7596
5584,16443
5589,19404
5597,8631
5607,19458
5658,19800
5672,10890
5679,15768
5699,6066
5735,16074
5736,12258
5747,13959
5757,9630
5776,2043
5778,2628
5782,19170
5789,13167
5790,8532
5796,11313
5802,6372
5810,15921
5839,12141
5850,6039
5865,6192
5866,11421
5873,12546
5885,7578
5893,19422
5894,10260
5900,9855
5902,1809
5939,9
5946,9774
5964,6003
5966,12987
5981,3042
5991,13626
6021,8082
6037,1035
6040,8649
6043,5904
6055,819
6058,15651
6059,17307
6060,19602
6071,2160
6075,12006
6078,18468
6085,11358
6088,432
6102,2025
6105,4014
6125,11088
6131,17271
6143,1881
6146,1071
6166,5445
6172,11340
6177,7497
6185,17226
6191,14634
6219,14139
6222,6534
6255,15219
6263,11241
6264,1080
6267,3141
6275,7776
6325,7560
6343,4869
6347,7920
6354,1971
6363,19071
6368,14868
6381,3519
6385,9522
6401,54
6404,6552
6425,14184
6433,2934
6444,6984
6447,16623
6448,7947
6449,6912
6453,12465
6463,17127
6466,1980
6480,936
6486,14319
6501,9180
6503,1557
6508,10899
6524,13176
6528,135
6544,10953
6545,10143
6562,6399
6571,2466
6572,18954
6582,1845
6584,14904
6613,14976
6616,17388
6635,5697
6644,12681
6654,15813
6665,11790
6667,3501
6668,3573
6671,3375
6676,6336
6720,882
6739,8856
6741,18738
6759,15048
6765,3537
6768,11997
6777,5661
6813,19260
6831,15489
6842,3915
6846,4599
6848,2394
6854,16659
6858,11403
6859,900
6861,16641
6865,8577
6867,11475
6871,6426
6886,4491
6887,450
6892,13266
6904,4194
6905,9351
6910,13437
6914,14454
6934,1341
6935,351
6938,10215
6948,5274
6953,14985
6959,6480
6966,5040
6967,16974
6981,13149
6990,4239
6993,7641
6999,19278
7008,495
7009,3051
7011,17802
7027,18666
7030,14445
7048,11754
7055,11502
7075,15039
7085,1593
7104,8415
7115,13734
7126,17100
7131,1386
7157,17415
7164,17595
7170,2979
7184,6030
7195,5472
7200,14121
7205,1665
7212,19980
7215,2178
7216,14364
7224,3654
7253,11430
7255,9477
7258,15714
7265,15687
7267,12654
7295,3870
7297,13563
7320,5130
7332,16245
7352,14508
7364,11259
7372,3834
7377,6606
7382,11736
7384,16155
7399,6219
7423,10080
7428,9090
7436,2583
7445,14949
7450,10755
7464,11142
7466,6732
7468,5256
7469,7218
7499,153
7501,18279
7510,2421
7521,3204
7551,11628
7556,17937
7565,15021
7567,4104
7576,1827
7583,5985
7615,8838
7616,15579
7617,16749
7621,5733
7632,11898
7635,19566
7657,14436
7659,12519
7664,11844
7668,7074
7675,17748
7692,3114
7697,8640
7700,3060
7710,10323
7714,5931
7716,1404
7720,13572
7726,1161
7733,7317
7754,12213
7756,5778
7768,12501
7770,14103
7774,19494
7782,15453
7788,15381
7790,17334
7802,13788
7805,14967
7812,765
7813,10728
7814,3780
7821,17973
7828,14256
7831,16380
7857,14157
7858,13842
7864,14553
7866,19521
7868,3195
7896,12618
7897,14463
7898,14751
7919,5004
7930,4572
7961,7983
7970,8091
7972,3312
7980,8154
7981,12852
7990,4410
7995,14688
8024,15570
8049,14085
8072,13644
8074,9396
8099,5058
8103,12114
8104,17910
8155,10449
8182,16731
8199,13032
8204,3546
8219,12168
8227,4806
8258,8262
8261,8424
8269,16272
8276,17442
8297,15723
8301,4059
8319,5886
8327,12735
8337,8217
8345,6291
8348,16335
8358,12186
8381,5517
8384,234
8390,13698
8392,12906
8397,16326
8400,9171
8406,12285
8420,10359
8424,8190
8433,18441
8455,12204
8461,17712
8481,7839
8500,17019
8522,7056
8538,1224
8540,9990
8542,17118
8543,19179
8556,6966
8561,5382
8580,12789
8588,13995
8589,18873
8596,9702
8602,11349
8603,3177
8611,13329
8625,2520
8641,6471
8669,15633
8670,8226
8671,10431
8683,18243
8684,558
8686,10386
8704,10287
8710,9900
8734,13131
8739,873
8741,9756
8749,15165
8755,783
8760,16407
8761,7866
8766,10494
8771,12672
8795,4473
8808,17829
8813,11025
8821,18522
8824,19503
8840,12771
8842,17946
8843,5247
8847,18549
8848,14832
8881,15507
8884,18720
8887,2673
8891,162
8899,5805
8912,9540
8916,7416
8918,7065
8934,18036
8935,369
8936,7758
8951,15894
8968,6930
8988,8802
8991,15264
9014,4050
9042,11385
9052,4932
9061,9918
9074,324
9088,17667
9099,15975
9107,13239
9110,18090
9113,981
9122,3294
9155,4374
9157,15426
9160,6939
9168,4671
9174,1962
9184,15777
9187,6345
9189,2088
9201,720
9212,9027
9241,279
9244,19107
9265,17064
9266,5373
9273,18252
9276,17577
9281,2214
9285,15948
9289,15822
9290,2151
9291,2853
9297,7101
9299,14175
9317,8568
9327,15147
9337,14022
9340,7569
9369,8946
9372,18936
9376,1413
9381,16362
9389,11457
9394,18909
9419,10566
9428,17433
9439,11592
9441,9405
9443,16506
9445,4275
9459,19971
9460,11016
9466,2142
9471,12132
9473,12078
9476,6642
9477,10557
9489,17523
9490,5238
9491,6300
9495,17055
9496,15354
9499,7272
9500,5976
9503,18297
9538,11520
9544,18963
9549,1674
9551,17235
9564,6318
9581,252
9603,3960
9605,10710
9611,17217
